the place of death of augustus_ii_the_strong 's offspring ?	avignon	augustus_ii_the_strong#children#anna_orzelska#place_of_death#avignon#<end>#avignon
what is the name of the parents of charles_lennox_1st_duke_of_richmond 's heir ?	charles_lennox_1st_duke_of_richmond	charles_lennox_1st_duke_of_richmond#children#charles_lennox_2nd_duke_of_richmond#parents#charles_lennox_1st_duke_of_richmond#<end>#charles_lennox_1st_duke_of_richmond
nicholas_ii_of_russia 's children 's gender ?	female	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#gender#female#<end>#female
what is the nation of pearl_starr 's parent ?	united_states	pearl_starr#parents#belle_starr#nationality#united_states#<end>#united_states
please tell me mary_josephine_hannon_fitzgerald 's husband present address ?	boston_massachusetts	mary_josephine_hannon_fitzgerald#spouse#john_f_fitzgerald#location#boston_massachusetts#<end>#boston_massachusetts
which organization does john_f_kennedy_jr 's parent work for ?	riverdale_country_school	john_f_kennedy_jr#parents#john_f_kennedy#institution#riverdale_country_school#<end>#riverdale_country_school
harry_hay 's other half 's sex ?	male	harry_hay#spouse#john_burnside_1916#gender#male#<end>#male
what is the darling of other half of joseph_e_davies ?	joseph_e_davies	joseph_e_davies#spouse#marjorie_merriweather_post#spouse#joseph_e_davies#<end>#joseph_e_davies
where does colleen_dewhurst 's spouse work for ?	university_of_missouri_columbia	colleen_dewhurst#spouse#george_c_scott#institution#university_of_missouri_columbia#<end>#university_of_missouri_columbia
the faith of hermann_einstein 's offspring ?	jew	hermann_einstein#children#maria_winteler_einstein#religion#jew#<end>#jew
the work of wife of ernest_hemingway ?	journalist	ernest_hemingway#spouse#mary_welsh_hemingway#profession#journalist#<end>#journalist
is leopold_ii_holy_roman_emperor 's heir a man or a woman ?	male	leopold_ii_holy_roman_emperor#children#archduke_joseph_of_austria_palatine_of_hungary#gender#male#<end>#male
what gender is yixin_prince_gong 's father  ?	male	yixin_prince_gong#parents#daoguang_emperor#gender#male#<end>#male
what does hermann_einstein 's kid do for a living?	physician	hermann_einstein#children#maria_winteler_einstein#profession#physician#<end>#physician
what is the marvin_pentz_gay_sr 's son 's cause of death ?	firearm	marvin_pentz_gay_sr#children#marvin_gaye#cause_of_death#firearm#<end>#firearm
what is the sex of mother of hussein_of_jordan ?	male	hussein_of_jordan#parents#talal_of_jordan#gender#male#<end>#male
where does victoria_of_the_united_kingdom 's child work for ?	trinity_college_cambridge	victoria_of_the_united_kingdom#children#edward_vii_of_the_united_kingdom#institution#trinity_college_cambridge#<end>#trinity_college_cambridge
what is the nation of svante_nilsson 's child ?	sweden	svante_nilsson#children#sten_sture_the_younger#nationality#sweden#<end>#sweden
what gender is ekaterina_svanidze 's couple  ?	male	ekaterina_svanidze#spouse#joseph_stalin#gender#male#<end>#male
is lovisa_of_sweden 's darling a man or a woman ?	male	lovisa_of_sweden#spouse#frederick_viii_of_denmark#gender#male#<end>#male
what is the husband of robert_i_duke_of_burgundy 's mother ?	constance_of_arles	robert_i_duke_of_burgundy#parents#robert_ii_of_france#spouse#constance_of_arles#<end>#constance_of_arles
what is the couple of mom of sunandha ?	mongkut	sunandha#parents#piam#spouse#mongkut#<end>#mongkut
what type of religion is alice_betty_stern 's heir ?	jew	alice_betty_stern#children#otto_frank#religion#jew#<end>#jew
arleen_whelan 's other half 's wife ?	arleen_whelan	arleen_whelan#spouse#alexander_darcy#spouse#arleen_whelan#<end>#arleen_whelan
what is major_ridge 's child 's ethnicity like ?	cherokee	major_ridge#children#john_ridge#ethnicity#cherokee#<end>#cherokee
the parent of parents of william_kissam_vanderbilt ?	cornelius_vanderbilt	william_kissam_vanderbilt#parents#william_henry_vanderbilt#parents#cornelius_vanderbilt#<end>#cornelius_vanderbilt
what gender is joseph_p_kennedy_sr 's daughter  ?	female	joseph_p_kennedy_sr#children#rosemary_kennedy#gender#female#<end>#female
the children of offspring of jahangir ?	dara_shikoh	jahangir#children#shah_jahan#children#dara_shikoh#<end>#dara_shikoh
franz_joseph_i_of_austria 's wife 's cause of death ?	assassination	franz_joseph_i_of_austria#spouse#elisabeth_of_bavaria#cause_of_death#assassination#<end>#assassination
where is hermann_einstein 's heir staying ?	italy	hermann_einstein#children#maria_winteler_einstein#location#italy#<end>#italy
princess_sophia_dorothea_of_prussia 's parents 's sex ?	male	princess_sophia_dorothea_of_prussia#parents#frederick_william_i_of_prussia#gender#male#<end>#male
what does henry_iv_of_england 's heir do for a living?	monarch	henry_iv_of_england#children#henry_v_of_england#profession#monarch#<end>#monarch
is frederick_iii_german_emperor 's offspring a man or a woman ?	female	frederick_iii_german_emperor#children#princess_charlotte_of_prussia#gender#female#<end>#female
how john_d_rockefeller_jr 's kid died ?	myocardial_infarction	john_d_rockefeller_jr#children#nelson_rockefeller#cause_of_death#myocardial_infarction#<end>#myocardial_infarction
what is the dad of children of charles_spurgeon ?	charles_spurgeon	charles_spurgeon#children#thomas_spurgeon#parents#charles_spurgeon#<end>#charles_spurgeon
the gender of jahangir 's heir ?	male	jahangir#children#shah_jahan#gender#male#<end>#male
where is peter_van_pels 's mother staying ?	lower_saxony	peter_van_pels#parents#hermann_van_pels#location#lower_saxony#<end>#lower_saxony
who is the heir of wang_khan 's children ?	mongke_khan	wang_khan#children#sorghaghtani_beki#children#mongke_khan#<end>#mongke_khan
prince_louis_ferdinand_of_bavaria 's parent 's sex ?	female	prince_louis_ferdinand_of_bavaria#parents#infanta_amelia_philippina_of_spain#gender#female#<end>#female
the gender of mom of george_formby ?	male	george_formby#parents#george_formby_ashton_under_lyne#gender#male#<end>#male
the sex of dad of elena_of_montenegro ?	male	elena_of_montenegro#parents#nicholas_i_of_montenegro#gender#male#<end>#male
the organization of john_b_kelly_sr 's son ?	american_academy_of_dramatic_arts	john_b_kelly_sr#children#grace_kelly#institution#american_academy_of_dramatic_arts#<end>#american_academy_of_dramatic_arts
the gender of joseph_p_kennedy_sr 's daughter ?	female	joseph_p_kennedy_sr#children#rosemary_kennedy#gender#female#<end>#female
where does anton_philips 's kid work for ?	delft_university_of_technology	anton_philips#children#frits_philips#institution#delft_university_of_technology#<end>#delft_university_of_technology
what is marvin_pentz_gay_sr 's kid ?	record_producer	marvin_pentz_gay_sr#children#marvin_gaye#profession#record_producer#<end>#record_producer
what is the name of the mother of grand_duke_konstantin_nikolayevich_of_russia 's son ?	alexandra_iosifovna_of_altenburg	grand_duke_konstantin_nikolayevich_of_russia#children#grand_duke_dmitri_konstantinovich_of_russia#parents#alexandra_iosifovna_of_altenburg#<end>#alexandra_iosifovna_of_altenburg
what is the race of elizabeth_de_burgh 's spouse ?	scottish_people	elizabeth_de_burgh#spouse#robert_i_of_scotland#ethnicity#scottish_people#<end>#scottish_people
what faith is christiane_eberhardine_of_brandenburg_bayreuth 's son ?	catholicism	christiane_eberhardine_of_brandenburg_bayreuth#children#augustus_iii_of_poland#religion#catholicism#<end>#catholicism
the heir of parent of catherine_of_braganza ?	teodosio_prince_of_brazil	catherine_of_braganza#parents#john_iv_of_portugal#children#teodosio_prince_of_brazil#<end>#teodosio_prince_of_brazil
how franz_joseph_i_of_austria 's wife died ?	assassination	franz_joseph_i_of_austria#spouse#elisabeth_of_bavaria#cause_of_death#assassination#<end>#assassination
the sex of offspring of sherman_hoar ?	male	sherman_hoar#children#roger_sherman_hoar#gender#male#<end>#male
what is the sex of lovisa_of_sweden 's darling ?	male	lovisa_of_sweden#spouse#frederick_viii_of_denmark#gender#male#<end>#male
john_d_rockefeller_jr 's child 's nationality ?	united_states	john_d_rockefeller_jr#children#nelson_rockefeller#nationality#united_states#<end>#united_states
james_cruze 's husband 's gender ?	female	james_cruze#spouse#betty_compson#gender#female#<end>#female
what is the son of husband of caroline_webster_schermerhorn_astor ?	john_jacob_astor_iv	caroline_webster_schermerhorn_astor#spouse#william_backhouse_astor_jr#children#john_jacob_astor_iv#<end>#john_jacob_astor_iv
the nationality of kid of hortense_de_beauharnais ?	france	hortense_de_beauharnais#children#napoleon_iii_of_france#nationality#france#<end>#france
what sex is qianlong_emperor 's daughter  ?	male	qianlong_emperor#children#jiaqing_emperor#gender#male#<end>#male
what religion does george_darwin 's father follow ?	anglicanism	george_darwin#parents#charles_darwin#religion#anglicanism#<end>#anglicanism
the nationality of george_formby 's mom ?	england	george_formby#parents#george_formby_ashton_under_lyne#nationality#england#<end>#england
what is the mariana_victoria_of_spain 's other half 's type of religion ?	catholicism	mariana_victoria_of_spain#spouse#joseph_i_of_portugal#religion#catholicism#<end>#catholicism
what is the gender of pearl_starr 's mother ?	female	pearl_starr#parents#belle_starr#gender#female#<end>#female
the gender of couple of gaius_marius ?	male	gaius_marius#spouse#julius_caesar#gender#male#<end>#male
what did george_darwin 's father die from ?	coronary_thrombosis	george_darwin#parents#charles_darwin#cause_of_death#coronary_thrombosis#<end>#coronary_thrombosis
what is the name of the child of thomas_spurgeon 's parent ?	thomas_spurgeon	thomas_spurgeon#parents#charles_spurgeon#children#thomas_spurgeon#<end>#thomas_spurgeon
the profession of husband of harry_hay ?	inventor	harry_hay#spouse#john_burnside_1916#profession#inventor#<end>#inventor
john_a_roebling 's daughter 's profession ?	engineer	john_a_roebling#children#washington_roebling#profession#engineer#<end>#engineer
what sex is hermann_einstein 's offspring  ?	female	hermann_einstein#children#maria_winteler_einstein#gender#female#<end>#female
the place of death of george_iii_of_the_united_kingdom 's daughter ?	windsor_castle	george_iii_of_the_united_kingdom#children#george_iv_of_the_united_kingdom#place_of_death#windsor_castle#<end>#windsor_castle
the sex of mother of hussein_of_jordan ?	male	hussein_of_jordan#parents#talal_of_jordan#gender#male#<end>#male
the location of parent of george_darwin ?	shrewsbury	george_darwin#parents#charles_darwin#location#shrewsbury#<end>#shrewsbury
the sex of henry_of_portugal 's mother ?	male	henry_of_portugal#parents#manuel_i_of_portugal#gender#male#<end>#male
