who is the parent of augusta_of_saxe-weimar 's son ?	william_i_german_emperor	augusta_of_saxe-weimar#children#princess_louise_of_prussia#parents#william_i_german_emperor#<end>#william_i_german_emperor
what is the cause of death of other half of adolf_hitler ?	cyanide_poisoning	adolf_hitler#spouse#eva_braun#cause_of_death#cyanide_poisoning#<end>#cyanide_poisoning
what is the place of birth of wife of alice_of_bourbon_parma ?	florence	alice_of_bourbon_parma#spouse#ferdinand_iv_grand_duke_of_tuscany#place_of_birth#florence#<end>#florence
what is the profession of husband of roger_needham ?	computer_scientist	roger_needham#spouse#karen_sparck_jones#profession#computer_scientist#<end>#computer_scientist
is elizabeth_allan_1908 's darling a man or a woman ?	male	elizabeth_allan_1908#spouse#robert_montgomery#gender#male#<end>#male
is grand_duke_peter_nicolaievich_of_russia 's husband a man or a woman ?	female	grand_duke_peter_nicolaievich_of_russia#spouse#anastasia_of_montenegro#gender#female#<end>#female
what is the nationality of darling of carole_lombard ?	united_states	carole_lombard#spouse#clark_gable#nationality#united_states#<end>#united_states
what is the child of parent of thomas_spurgeon ?	thomas_spurgeon	thomas_spurgeon#parents#charles_spurgeon#children#thomas_spurgeon#<end>#thomas_spurgeon
leonard_jerome 's offspring 's sex ?	female	leonard_jerome#children#jennie_churchill#gender#female#<end>#female
what is the nationality of son of isabella_of_castile ?	spain	isabella_of_castile#children#juan_prince_of_asturias#nationality#spain#<end>#spain
what is the cause of death of alexander_kara_or_evic_prince_of_serbia 's father ?	assassination	alexander_kara_or_evic_prince_of_serbia#parents#kara_or_e_petrovic#cause_of_death#assassination#<end>#assassination
what is the tyrone_power 's parents 's sex ?	male	tyrone_power#parents#tyrone_power_sr#gender#male#<end>#male
what is the father of louis_iv_of_france 's daughter ?	gerberga_of_saxony	louis_iv_of_france#children#lothair_of_france#parents#gerberga_of_saxony#<end>#gerberga_of_saxony
the child of francis_i_of_france 's offspring ?	charles_ix_of_france	francis_i_of_france#children#henry_ii_of_france#children#charles_ix_of_france#<end>#charles_ix_of_france
the sex of laura_borden 's wife ?	male	laura_borden#spouse#robert_borden#gender#male#<end>#male
the son of archduke_louis_of_austria 's parent ?	archduke_joseph_of_austria_palatine_of_hungary	archduke_louis_of_austria#parents#leopold_ii_holy_roman_emperor#children#archduke_joseph_of_austria_palatine_of_hungary#<end>#archduke_joseph_of_austria_palatine_of_hungary
what is the educational institution of benjamin_peirce 's child ?	harvard_university	benjamin_peirce#children#charles_peirce#institution#harvard_university#<end>#harvard_university
where does prince_joachim_of_prussia 's mom work for ?	university_of_bonn	prince_joachim_of_prussia#parents#william_ii_german_emperor#institution#university_of_bonn#<end>#university_of_bonn
where does caroline_webster_schermerhorn_astor 's other half work ?	columbia_university	caroline_webster_schermerhorn_astor#spouse#william_backhouse_astor_jr#institution#columbia_university#<end>#columbia_university
who is the parents of juba_ii 's wife ?	cleopatra_vii_of_egypt	juba_ii#spouse#cleopatra_selene#parents#cleopatra_vii_of_egypt#<end>#cleopatra_vii_of_egypt
what religious belief does cecilia_renata_of_austria 's spouse have ?	catholicism	cecilia_renata_of_austria#spouse#wladyslaw_iv_vasa#religion#catholicism#<end>#catholicism
what is the henry_viii_of_england 's father 's darling ?	elizabeth_of_york	henry_viii_of_england#parents#henry_vii_of_england#spouse#elizabeth_of_york#<end>#elizabeth_of_york
prince_feodor_alexandrovich_of_russia 's parent 's child ?	prince_andrei_alexandrovich_of_russia	prince_feodor_alexandrovich_of_russia#parents#grand_duke_alexander_mikhailovich_of_russia#children#prince_andrei_alexandrovich_of_russia#<end>#prince_andrei_alexandrovich_of_russia
the sex of child of wang_khan ?	female	wang_khan#children#sorghaghtani_beki#gender#female#<end>#female
what is the verina 's wife 's occupation ?	eastern_roman_emperor	verina#spouse#leo_i#profession#eastern_roman_emperor#<end>#eastern_roman_emperor
what is the claudine_rhedey_von_kis_rhede 's kid 's gender ?	male	claudine_rhedey_von_kis_rhede#children#francis_duke_of_teck#gender#male#<end>#male
what did albert_of_saxe-coburg_and_gotha 's daughter die from ?	infectious_disease	albert_of_saxe-coburg_and_gotha#children#alice_of_the_united_kingdom#cause_of_death#infectious_disease#<end>#infectious_disease
what is the grand_duke_michael_mihailovich_of_russia 's child 's gender ?	female	grand_duke_michael_mihailovich_of_russia#children#nadejda_mountbatten_marchioness_of_milford_haven#gender#female#<end>#female
where does hortense_de_beauharnais 's kid come from ?	france	hortense_de_beauharnais#children#napoleon_iii_of_france#nationality#france#<end>#france
augusta_viktoria_of_schleswig-holstein 's child 's gender ?	male	augusta_viktoria_of_schleswig-holstein#children#prince_august_wilhelm_of_prussia#gender#male#<end>#male
what is ernest_hemingway 's wife working on ?	journalist	ernest_hemingway#spouse#mary_welsh_hemingway#profession#journalist#<end>#journalist
where does louise_of_mecklenburg-strelitz 's kid come from ?	germany	louise_of_mecklenburg-strelitz#children#alexandra_fyodorovna#nationality#germany#<end>#germany
where is casimir_iv_jagiellon 's daughter staying ?	krakow	casimir_iv_jagiellon#children#john_i_albert_of_poland#location#krakow#<end>#krakow
what is the jawaharlal_nehru 's heir 's place of birth ?	allahabad	jawaharlal_nehru#children#indira_gandhi#place_of_birth#allahabad#<end>#allahabad
what killed the adolf_hitler 's other half ?	cyanide_poisoning	adolf_hitler#spouse#eva_braun#cause_of_death#cyanide_poisoning#<end>#cyanide_poisoning
the nation of marie-anne_pierrette_paulze 's other half ?	germany	marie-anne_pierrette_paulze#spouse#benjamin_thompson#nationality#germany#<end>#germany
what is the ethnicity of wife of carlos_thompson ?	germans	carlos_thompson#spouse#lilli_palmer#ethnicity#germans#<end>#germans
which nationality is ramon_berenguer_i_count_of_barcelona 's parent ?	spain	ramon_berenguer_i_count_of_barcelona#parents#berenguer_ramon_i_count_of_barcelona#nationality#spain#<end>#spain
the nationality of marguerite_of_france 's children ?	england	marguerite_of_france#children#eleanor_of_castile#nationality#england#<end>#england
mary_josephine_hannon_fitzgerald 's wife 's religion ?	catholicism	mary_josephine_hannon_fitzgerald#spouse#john_f_fitzgerald#religion#catholicism#<end>#catholicism
what gender is princess_tenagnework 's father  ?	male	princess_tenagnework#parents#haile_selassie_i_of_ethiopia#gender#male#<end>#male
what is the benjamin_disraeli_1st_earl_of_beaconsfield 's darling 's gender ?	female	benjamin_disraeli_1st_earl_of_beaconsfield#spouse#mary_anne_disraeli_1st_viscountess_beaconsfield#gender#female#<end>#female
what is the race of father of princess_tenagnework ?	oromo	princess_tenagnework#parents#haile_selassie_i_of_ethiopia#ethnicity#oromo#<end>#oromo
what is the johann_bernoulli 's son 's nation ?	netherlands	johann_bernoulli#children#daniel_bernoulli#nationality#netherlands#<end>#netherlands
what does louis_the_pious 's dad do for a living?	emperor	louis_the_pious#parents#charlemagne#profession#emperor#<end>#emperor
what is the daughter of noble_consort_wan 's spouse ?	jiaqing_emperor	noble_consort_wan#spouse#qianlong_emperor#children#jiaqing_emperor#<end>#jiaqing_emperor
anna_e_roosevelt 's parent 's cause of death ?	tuberculosis	anna_e_roosevelt#parents#eleanor_roosevelt#cause_of_death#tuberculosis#<end>#tuberculosis
sybil_thomas_viscountess_rhondda 's wife 's nationality ?	united_kingdom	sybil_thomas_viscountess_rhondda#spouse#david_alfred_thomas#nationality#united_kingdom#<end>#united_kingdom
where does john_f_kennedy_jr 's dad work ?	london_school_of_economics	john_f_kennedy_jr#parents#john_f_kennedy#institution#london_school_of_economics#<end>#london_school_of_economics
what is the ernest_hemingway 's wife 's work ?	journalist	ernest_hemingway#spouse#mary_welsh_hemingway#profession#journalist#<end>#journalist
the place of death of cheryl_crowe 's child ?	escondido	cheryl_crowe#children#stephanie_crowe#place_of_death#escondido#<end>#escondido
what is the dad of henry_i_duke_of_guise 's mother ?	renee_of_france	henry_i_duke_of_guise#parents#anna_deste#parents#renee_of_france#<end>#renee_of_france
where does lady_sarah_wilson 's mom come from ?	united_kingdom	lady_sarah_wilson#parents#john_spencer_churchill_7th_duke_of_marlborough#nationality#united_kingdom#<end>#united_kingdom
what is the sex of parents of otto_i_duke_of_saxony ?	male	otto_i_duke_of_saxony#parents#liudolf_duke_of_saxony#gender#male#<end>#male
where does leonard_jerome 's child come from ?	united_states	leonard_jerome#children#jennie_churchill#nationality#united_states#<end>#united_states
the nation of james_otis_sr 's children ?	united_states	james_otis_sr#children#james_otis#nationality#united_states#<end>#united_states
is yaroslav_i_the_wise 's daughter a man or a woman ?	male	yaroslav_i_the_wise#children#iziaslav_i_of_kiev#gender#male#<end>#male
what sex is colleen_dewhurst 's darling  ?	male	colleen_dewhurst#spouse#george_c_scott#gender#male#<end>#male
the gender of kid of marie_of_edinburgh ?	male	marie_of_edinburgh#children#prince_mircea_of_romania#gender#male#<end>#male
the educational institution of effie_gray 's darling ?	christ_church_oxford	effie_gray#spouse#john_ruskin#institution#christ_church_oxford#<end>#christ_church_oxford
what is the ferdinand_maria_elector_of_bavaria 's son 's place of birth ?	munich	ferdinand_maria_elector_of_bavaria#children#joseph_clemens_of_bavaria#place_of_birth#munich#<end>#munich
william_ii_german_emperor 's dad 's offspring ?	princess_charlotte_of_prussia	william_ii_german_emperor#parents#frederick_iii_german_emperor#children#princess_charlotte_of_prussia#<end>#princess_charlotte_of_prussia
what is the gender of leopold_ii_holy_roman_emperor 's heir ?	male	leopold_ii_holy_roman_emperor#children#archduke_joseph_of_austria_palatine_of_hungary#gender#male#<end>#male
the gender of henry_ii_of_france 's heir ?	male	henry_ii_of_france#children#charles_ix_of_france#gender#male#<end>#male
what is the couple of kid of elena_pavlovna_of_wurttemberg ?	adolphe_grand_duke_of_luxembourg	elena_pavlovna_of_wurttemberg#children#grand_duchess_elizabeth_mikhailovna#spouse#adolphe_grand_duke_of_luxembourg#<end>#adolphe_grand_duke_of_luxembourg
why penelope_blount_countess_of_devonshire 's mom died ?	dysentery	penelope_blount_countess_of_devonshire#parents#walter_devereux_1st_earl_of_essex#cause_of_death#dysentery#<end>#dysentery
where does lady_louisa_stuart 's parents come from ?	scotland	lady_louisa_stuart#parents#john_stuart_3rd_earl_of_bute#nationality#scotland#<end>#scotland
what does marvin_pentz_gay_sr 's kid do ?	record_producer	marvin_pentz_gay_sr#children#marvin_gaye#profession#record_producer#<end>#record_producer
is irina_godunova 's other half a man or a woman ?	male	irina_godunova#spouse#feodor_i_of_russia#gender#male#<end>#male
is kira_kirillovna_of_russia 's couple a man or a woman ?	male	kira_kirillovna_of_russia#spouse#louis_ferdinand_prince_of_prussia#gender#male#<end>#male
what is the place of birth of adolphus_busch_iii 's mom ?	st_louis_missouri	adolphus_busch_iii#parents#august_anheuser_busch_sr#place_of_birth#st_louis_missouri#<end>#st_louis_missouri
what is the nation of catherine_carey 's father ?	kingdom_of_england	catherine_carey#parents#mary_boleyn#nationality#kingdom_of_england#<end>#kingdom_of_england
what is the address of frederick_william_i_of_prussia 's son ?	berlin	frederick_william_i_of_prussia#children#frederick_ii_of_prussia#location#berlin#<end>#berlin
what caused the adolf_hitler 's other half's death ?	cyanide_poisoning	adolf_hitler#spouse#eva_braun#cause_of_death#cyanide_poisoning#<end>#cyanide_poisoning
the gender of grand_duchess_elizabeth_mikhailovna 's other half ?	male	grand_duchess_elizabeth_mikhailovna#spouse#adolphe_grand_duke_of_luxembourg#gender#male#<end>#male
what is the son of parent of thomas_thynne_1st_marquess_of_bath ?	thomas_thynne_1st_marquess_of_bath	thomas_thynne_1st_marquess_of_bath#parents#thomas_thynne_2nd_viscount_weymouth#children#thomas_thynne_1st_marquess_of_bath#<end>#thomas_thynne_1st_marquess_of_bath
the other half of daughter of grand_duchess_alexandra_petrovna ?	anastasia_of_montenegro	grand_duchess_alexandra_petrovna#children#grand_duke_peter_nicolaievich_of_russia#spouse#anastasia_of_montenegro#<end>#anastasia_of_montenegro
the profession of j_p_morgan_jr 's parents ?	financier	j_p_morgan_jr#parents#j_p_morgan#profession#financier#<end>#financier
what is the spouse of mary_anna_custis_lee 's husband ?	mary_anna_custis_lee	mary_anna_custis_lee#spouse#robert_e_lee#spouse#mary_anna_custis_lee#<end>#mary_anna_custis_lee
what is elizabeth_de_burgh 's spouse 's race about ?	scottish_people	elizabeth_de_burgh#spouse#robert_i_of_scotland#ethnicity#scottish_people#<end>#scottish_people
empress_xiaomu 's couple 's gender ?	male	empress_xiaomu#spouse#daoguang_emperor#gender#male#<end>#male
is charlotte_duchess_of_albany 's mother a man or a woman ?	male	charlotte_duchess_of_albany#parents#charles_edward_stuart#gender#male#<end>#male
what is the mom of darling of georg_donatus_hereditary_grand_duke_of_hesse ?	prince_andrew_of_greece_and_denmark	georg_donatus_hereditary_grand_duke_of_hesse#spouse#princess_cecilie_of_greece_and_denmark#parents#prince_andrew_of_greece_and_denmark#<end>#prince_andrew_of_greece_and_denmark
what is anne_of_denmark 's child working on ?	poet	anne_of_denmark#children#elizabeth_of_bohemia#profession#poet#<end>#poet
which city did adolf_hitler 's wife born ?	munich	adolf_hitler#spouse#eva_braun#place_of_birth#munich#<end>#munich
what does william_talbot 's children do for a living?	politician	william_talbot#children#charles_talbot_1st_baron_talbot_of_hensol#profession#politician#<end>#politician
what religion does george_darwin 's father have ?	anglicanism	george_darwin#parents#charles_darwin#religion#anglicanism#<end>#anglicanism
what city did maria_fyodorovna_of_russia 's son die ?	vienna	maria_fyodorovna_of_russia#children#alexandra_pavlovna_of_russia#place_of_death#vienna#<end>#vienna
philip_v_of_spain 's heir 's husband ?	joseph_i_of_portugal	philip_v_of_spain#children#mariana_victoria_of_spain#spouse#joseph_i_of_portugal#<end>#joseph_i_of_portugal
what is the sex of marguerite_of_france 's children ?	female	marguerite_of_france#children#eleanor_of_castile#gender#female#<end>#female
what is the henry_iv_holy_roman_emperor 's dad 's kid ?	henry_iv_holy_roman_emperor	henry_iv_holy_roman_emperor#parents#henry_iii_holy_roman_emperor#children#henry_iv_holy_roman_emperor#<end>#henry_iv_holy_roman_emperor
what is adolf_hitler 's wife 's birthplace ?	munich	adolf_hitler#spouse#eva_braun#place_of_birth#munich#<end>#munich
what is the gender of child of grand_duke_michael_mihailovich_of_russia ?	female	grand_duke_michael_mihailovich_of_russia#children#nadejda_mountbatten_marchioness_of_milford_haven#gender#female#<end>#female
what is the son of leopold_grand_duke_of_baden 's kid ?	grand_duke_alexei_mikhailovich_of_russia	leopold_grand_duke_of_baden#children#olga_feodorovna_grand_duchess_of_russia#children#grand_duke_alexei_mikhailovich_of_russia#<end>#grand_duke_alexei_mikhailovich_of_russia
what is the son of kid of leopold_grand_duke_of_baden ?	grand_duke_alexei_mikhailovich_of_russia	leopold_grand_duke_of_baden#children#olga_feodorovna_grand_duchess_of_russia#children#grand_duke_alexei_mikhailovich_of_russia#<end>#grand_duke_alexei_mikhailovich_of_russia
maria_luisa_of_parma 's son 's nation ?	spain	maria_luisa_of_parma#children#infante_carlos_count_of_molina#nationality#spain#<end>#spain
what is the nation of louise_of_mecklenburg-strelitz 's kid ?	germany	louise_of_mecklenburg-strelitz#children#alexandra_fyodorovna#nationality#germany#<end>#germany
what type of religion does domenico_tintoretto 's mom practice ?	catholicism	domenico_tintoretto#parents#tintoretto#religion#catholicism#<end>#catholicism
grand_duchess_elizabeth_mikhailovna 's other half 's gender ?	male	grand_duchess_elizabeth_mikhailovna#spouse#adolphe_grand_duke_of_luxembourg#gender#male#<end>#male
henry_ii_of_france 's heir 's gender ?	male	henry_ii_of_france#children#charles_ix_of_france#gender#male#<end>#male
the religion of madhubala 's other half ?	hinduism	madhubala#spouse#kishore_kumar#religion#hinduism#<end>#hinduism
what is simeon_uro 's parent 's race about ?	serbs	simeon_uro#parents#stefan_uro_iii_de_anski_of_serbia#ethnicity#serbs#<end>#serbs
marie-anne_pierrette_paulze 's wife 's nationality ?	united_kingdom	marie-anne_pierrette_paulze#spouse#benjamin_thompson#nationality#united_kingdom#<end>#united_kingdom
george_darwin 's parent 's location ?	shrewsbury	george_darwin#parents#charles_darwin#location#shrewsbury#<end>#shrewsbury
what is the sex of rasmus_bartholin 's mother ?	male	rasmus_bartholin#parents#caspar_bartholin_the_elder#gender#male#<end>#male
anna_e_roosevelt 's mom 's place of birth ?	new_york	anna_e_roosevelt#parents#eleanor_roosevelt#place_of_birth#new_york#<end>#new_york
what made the doris_dowling 's husbanddead ?	diabetes_mellitus	doris_dowling#spouse#artie_shaw#cause_of_death#diabetes_mellitus#<end>#diabetes_mellitus
the place of death of william_kissam_vanderbilt 's mother ?	new_york	william_kissam_vanderbilt#parents#william_henry_vanderbilt#place_of_death#new_york#<end>#new_york
what is the helena_of_moscow 's spouse 's gender ?	male	helena_of_moscow#spouse#alexander_jagiellon#gender#male#<end>#male
what is the ulysses_s_grant_jr 's parents 's children ?	frederick_dent_grant	ulysses_s_grant_jr#parents#julia_grant#children#frederick_dent_grant#<end>#frederick_dent_grant
what is the work of father of george_grossmith_jr ?	singer	george_grossmith_jr#parents#george_grossmith#profession#singer#<end>#singer
what is the nationality of margaret_of_artois 's spouse ?	france	margaret_of_artois#spouse#louis_devreux#nationality#france#<end>#france
the gender of empress_xiaoquan_cheng 's darling ?	male	empress_xiaoquan_cheng#spouse#daoguang_emperor#gender#male#<end>#male
the place of death of elizabeth_allan_1908 's darling ?	new_york	elizabeth_allan_1908#spouse#robert_montgomery#place_of_death#new_york#<end>#new_york
the nation of louis_duke_of_nemours 's offspring ?	france	louis_duke_of_nemours#children#gaston_comte_deu#nationality#france#<end>#france
the institution of edward_smith_stanley_14th_earl_of_derby 's dad ?	trinity_college_cambridge	edward_smith_stanley_14th_earl_of_derby#parents#edward_smith_stanley_13th_earl_of_derby#institution#trinity_college_cambridge#<end>#trinity_college_cambridge
catherine_carey 's father 's nation ?	kingdom_of_england	catherine_carey#parents#mary_boleyn#nationality#kingdom_of_england#<end>#kingdom_of_england
what is the gender of charles_ii_of_austria 's son ?	female	charles_ii_of_austria#children#anna_of_habsburg#gender#female#<end>#female
what is the vilhelmine_marie_of_denmark 's wife 's nation ?	denmark	vilhelmine_marie_of_denmark#spouse#frederick_vii_of_denmark#nationality#denmark#<end>#denmark
what is the mikolaj_vii_radziwill 's father 's gender ?	female	mikolaj_vii_radziwill#parents#katarzyna_tomicka#gender#female#<end>#female
what is the gender of yaroslav_i_the_wise 's couple ?	male	yaroslav_i_the_wise#spouse#olof_of_sweden#gender#male#<end>#male
the place of birth of archduchess_maria_beatrix_of_austria_este 's children ?	ljubljana	archduchess_maria_beatrix_of_austria_este#children#carlos_duke_of_madrid#place_of_birth#ljubljana#<end>#ljubljana
the sex of wife of james_hepburn_4th_earl_of_bothwell ?	female	james_hepburn_4th_earl_of_bothwell#spouse#mary_i_of_scotland#gender#female#<end>#female
claudius 's parents 's nationality ?	roman_empire	claudius#parents#nero_claudius_drusus#nationality#roman_empire#<end>#roman_empire
what is ekaterina_svanidze 's other half working on ?	generalissimo	ekaterina_svanidze#spouse#joseph_stalin#profession#generalissimo#<end>#generalissimo
the sex of husband of john_of_gaunt_1st_duke_of_lancaster ?	female	john_of_gaunt_1st_duke_of_lancaster#spouse#blanche_of_lancaster#gender#female#<end>#female
what is the john_d_rockefeller_jr 's child 's nationality ?	united_states	john_d_rockefeller_jr#children#nelson_rockefeller#nationality#united_states#<end>#united_states
what is the robert_lowell 's couple 's address ?	london	robert_lowell#spouse#caroline_blackwood#location#london#<end>#london
what is the tasha_tudor 's mom 's offspring ?	tasha_tudor	tasha_tudor#parents#william_starling_burgess#children#tasha_tudor#<end>#tasha_tudor
what is the reason of nicholas_ii_of_russia 's daughter's death ?	murder	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#cause_of_death#murder#<end>#murder
the mother of louis_duke_of_nemours 's son ?	louis_duke_of_nemours	louis_duke_of_nemours#children#gaston_comte_deu#parents#louis_duke_of_nemours#<end>#louis_duke_of_nemours
what gender is henry_cromwell 's dad  ?	female	henry_cromwell#parents#elizabeth_bourchier#gender#female#<end>#female
which nationality is edward_salisbury_dana 's parents ?	united_states	edward_salisbury_dana#parents#james_dwight_dana#nationality#united_states#<end>#united_states
where did titus_van_rijn 's father die ?	amsterdam	titus_van_rijn#parents#rembrandt#place_of_death#amsterdam#<end>#amsterdam
where does frederika_of_hanover 's parent come from ?	germany	frederika_of_hanover#parents#ernest_augustus_iii_duke_of_brunswick#nationality#germany#<end>#germany
the cause of death of daughter of nicholas_ii_of_russia ?	murder	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#cause_of_death#murder#<end>#murder
which organization does taufaahau_tupou_iv 's parent work for ?	new_zealand	taufaahau_tupou_iv#parents#salote_tupou_iii_of_tonga#institution#new_zealand#<end>#new_zealand
the gender of carlos_thompson 's spouse ?	female	carlos_thompson#spouse#lilli_palmer#gender#female#<end>#female
the job of dad of anna_e_roosevelt ?	social_activist	anna_e_roosevelt#parents#eleanor_roosevelt#profession#social_activist#<end>#social_activist
how caesonia 's other half died ?	tyrannicide	caesonia#spouse#caligula#cause_of_death#tyrannicide#<end>#tyrannicide
where does alexander_ii_of_russia 's mother come from ?	germany	alexander_ii_of_russia#parents#alexandra_fyodorovna#nationality#germany#<end>#germany
is gustavus_adolphus_of_sweden 's offspring a man or a woman ?	female	gustavus_adolphus_of_sweden#children#christina_of_sweden#gender#female#<end>#female
the parents of anton_philips 's child ?	anton_philips	anton_philips#children#frits_philips#parents#anton_philips#<end>#anton_philips
what is the place of death of son of francis_i_of_france ?	paris	francis_i_of_france#children#henry_ii_of_france#place_of_death#paris#<end>#paris
what is the religion of heir of louis_ix_of_france ?	catholicism	louis_ix_of_france#children#philip_iii_of_france#religion#catholicism#<end>#catholicism
the gender of prince_alexander_of_hesse_and_by_rhine 's children ?	male	prince_alexander_of_hesse_and_by_rhine#children#alexander_prince_of_bulgaria#gender#male#<end>#male
the job of jawaharlal_nehru 's children ?	politician	jawaharlal_nehru#children#indira_gandhi#profession#politician#<end>#politician
is archduchess_maria_beatrix_of_austria_este 's son a man or a woman ?	male	archduchess_maria_beatrix_of_austria_este#children#carlos_duke_of_madrid#gender#male#<end>#male
where does edward_smith_stanley_14th_earl_of_derby 's dad work ?	trinity_college_cambridge	edward_smith_stanley_14th_earl_of_derby#parents#edward_smith_stanley_13th_earl_of_derby#institution#trinity_college_cambridge#<end>#trinity_college_cambridge
what is the place of birth of victor_emmanuel_iii_of_italy 's spouse ?	cetinje	victor_emmanuel_iii_of_italy#spouse#elena_of_montenegro#place_of_birth#cetinje#<end>#cetinje
what is the matilda_of_flanders 's husband 's sex ?	male	matilda_of_flanders#spouse#william_i_of_england#gender#male#<end>#male
the race of darling of margaret_sullavan ?	jew	margaret_sullavan#spouse#william_wyler#ethnicity#jew#<end>#jew
please tell me lynn_redgrave 's mother present address ?	bristol	lynn_redgrave#parents#michael_redgrave#location#bristol#<end>#bristol
who is the heir of jodhabai 's child ?	shah_jahan	jodhabai#children#jahangir#children#shah_jahan#<end>#shah_jahan
the sex of parents of princess_sophia_dorothea_of_prussia ?	male	princess_sophia_dorothea_of_prussia#parents#frederick_william_i_of_prussia#gender#male#<end>#male
what is the otto_i_duke_of_saxony 's parents 's sex ?	male	otto_i_duke_of_saxony#parents#liudolf_duke_of_saxony#gender#male#<end>#male
what is the edith_craig 's father 's occupation ?	architect	edith_craig#parents#edward_william_godwin#profession#architect#<end>#architect
what is the name of the spouse of saovabha 's mom ?	mongkut	saovabha#parents#piam#spouse#mongkut#<end>#mongkut
what does j_p_morgan_jr 's parents do ?	financier	j_p_morgan_jr#parents#j_p_morgan#profession#financier#<end>#financier
qianlong_emperor 's daughter 's sex ?	male	qianlong_emperor#children#jiaqing_emperor#gender#male#<end>#male
where does edward_of_norwich_2nd_duke_of_york 's parent come from ?	kingdom_of_england	edward_of_norwich_2nd_duke_of_york#parents#edmund_of_langley_1st_duke_of_york#nationality#kingdom_of_england#<end>#kingdom_of_england
what is the place of death of mother of william_kissam_vanderbilt ?	new_york	william_kissam_vanderbilt#parents#william_henry_vanderbilt#place_of_death#new_york#<end>#new_york
what sex is henrietta_anne_stuart 's husband  ?	male	henrietta_anne_stuart#spouse#philippe_i_duke_of_orleans#gender#male#<end>#male
what is the sex of mother of rasmus_bartholin ?	male	rasmus_bartholin#parents#caspar_bartholin_the_elder#gender#male#<end>#male
the parents of lady_may_abel_smith 's mom ?	princess_helena_duchess_of_albany	lady_may_abel_smith#parents#princess_alice_countess_of_athlone#parents#princess_helena_duchess_of_albany#<end>#princess_helena_duchess_of_albany
the child of anne_of_cleves 's parents ?	sybille_of_cleves	anne_of_cleves#parents#john_iii_duke_of_cleves#children#sybille_of_cleves#<end>#sybille_of_cleves
the mom of father of princess_caroline_elizabeth_of_great_britain ?	george_i_of_great_britain	princess_caroline_elizabeth_of_great_britain#parents#george_ii_of_great_britain#parents#george_i_of_great_britain#<end>#george_i_of_great_britain
the gender of couple of ekaterina_svanidze ?	male	ekaterina_svanidze#spouse#joseph_stalin#gender#male#<end>#male
the daughter of duke_peter_of_oldenburg 's daughter ?	grand_duke_peter_nicolaievich_of_russia	duke_peter_of_oldenburg#children#grand_duchess_alexandra_petrovna#children#grand_duke_peter_nicolaievich_of_russia#<end>#grand_duke_peter_nicolaievich_of_russia
sybil_thomas_viscountess_rhondda 's husband 's nation ?	wales	sybil_thomas_viscountess_rhondda#spouse#david_alfred_thomas#nationality#wales#<end>#wales
what did srinagarindra 's children die from ?	firearm	srinagarindra#children#ananda_mahidol#cause_of_death#firearm#<end>#firearm
what is the name of the grandheir of christiane_eberhardine_of_brandenburg_bayreuth ?	marie_josephe_of_saxony	christiane_eberhardine_of_brandenburg_bayreuth#children#augustus_iii_of_poland#children#marie_josephe_of_saxony#<end>#marie_josephe_of_saxony
j_presper_eckert 's children 's work ?	electrical_engineer	j_presper_eckert#children#j_presper_eckert#profession#electrical_engineer#<end>#electrical_engineer
what gender is regina_crown_princess_of_austria 's mom  ?	male	regina_crown_princess_of_austria#parents#georg_iii_duke_of_saxe_meiningen#gender#male#<end>#male
the profession of kid of sigurd_ibsen ?	screenwriter	sigurd_ibsen#children#tancred_ibsen#profession#screenwriter#<end>#screenwriter
the mom of princess_caroline_elizabeth_of_great_britain 's father ?	george_i_of_great_britain	princess_caroline_elizabeth_of_great_britain#parents#george_ii_of_great_britain#parents#george_i_of_great_britain#<end>#george_i_of_great_britain
what is the nationality of son of frederick_william_i_of_prussia ?	germany	frederick_william_i_of_prussia#children#frederick_ii_of_prussia#nationality#germany#<end>#germany
what is george_grossmith_jr 's mom working on ?	novelist	george_grossmith_jr#parents#george_grossmith#profession#novelist#<end>#novelist
what is the princess_margaret_of_connaught 's children 's job ?	prince	princess_margaret_of_connaught#children#prince_bertil_duke_of_halland#profession#prince#<end>#prince
the gender of darling of roger_needham ?	female	roger_needham#spouse#karen_sparck_jones#gender#female#<end>#female
edward_salisbury_dana 's parents 's educational institution ?	yale_university	edward_salisbury_dana#parents#james_dwight_dana#institution#yale_university#<end>#yale_university
the place of birth of vittorio_emanuele_count_of_turin 's mom ?	turin	vittorio_emanuele_count_of_turin#parents#amadeo_i_of_spain#place_of_birth#turin#<end>#turin
the ethnicity of carlos_thompson 's wife ?	germans	carlos_thompson#spouse#lilli_palmer#ethnicity#germans#<end>#germans
what is the nation of louis_duke_of_nemours 's offspring ?	france	louis_duke_of_nemours#children#gaston_comte_deu#nationality#france#<end>#france
edward_salisbury_dana 's parents 's nationality ?	united_states	edward_salisbury_dana#parents#james_dwight_dana#nationality#united_states#<end>#united_states
the nation of mother of princess_elizabeth_of_england ?	kingdom_of_france	princess_elizabeth_of_england#parents#henrietta_maria_of_france#nationality#kingdom_of_france#<end>#kingdom_of_france
what is jawaharlal_nehru 's heir 's birthplace ?	allahabad	jawaharlal_nehru#children#indira_gandhi#place_of_birth#allahabad#<end>#allahabad
